"","District","Street","Area","Num_whole_rooms","Num_half_rooms","Price","Condition","Comfort_lev","Energy_eff","Floor","Floors_in_bdg","Lift","Ceiling_height","Air_conditioning","Furnished","Overhead","Vacant_possession","Min_rental(month)","View_to","Garden","Mechanized","Pets","Smoking","Parking","Year","Balcony","Parking_fee(monthly)"
"7560",8," Práter utca",30,1,NA,120000,NA,NA,NA,NA,NA,NA,NA,NA,NA,20000,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7561",19," Petofi utca",27,1,NA,80000,NA,NA,NA,NA,NA,NA,NA,NA,NA,25000,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7562",14," Szentmihályi út 25.",46,1,1,120000,"renovated","high",NA,7,10,"Yes",NA,"Yes","Yes",NA,"immediately","1 év",NA,NA,"Yes","No","No","street",NA,NA,NA
"7563",6," Szinyei Merse utca",47,2,NA,150000,"new","high",NA,8,8,"Yes","less than 3",NA,NA,NA,NA,NA,"panorama",NA,NA,NA,NA,"street","1981-2000 ",NA,NA
"7564",9," Ráday utca 34.",86,2,1,160000,"good","high",NA,5,6,"Yes","3 or more",NA,"Yes",17000,NA,"1 év","street",NA,"Yes",NA,NA,NA,"1950 elott",NA,NA
"7565",13," Apály utca 3.",40,2,NA,160000,"like new","high",NA,4,7,"Yes","less than 3","Yes","By arrangement",NA,"immediately","nincs","garden",NA,"Yes",NA,NA,NA,"2020","4",NA
"7566",8," Corvin sétány",42,2,NA,165000,"good","high",NA,7,8,"Yes","less than 3","Yes","Yes",NA,NA,"1 év","garden",NA,"Yes",NA,NA,"can rent","2013","10",NA
"7567",9," Középso-Ferencváros",50,2,NA,125000,"good","high",NA,1,4,NA,"less than 3",NA,"Partially",NA,"immediately","1 év","street",NA,"Yes","Yes","No","street",NA,"3",NA
"7568",13," Gidófalvy Lajos utca",15,1,NA,70000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,"2",NA
"7569",13," Újlipótváros",60,2,NA,160000,"renovated","high",NA,3,4,"Yes","3 or more",NA,"No",NA,"immediately",NA,"street","No","Yes","No",NA,"street","1950 elott",NA,NA
"7570",3," Kiscelli utca",38,1,NA,129000,NA,NA,NA,NA,NA,NA,NA,NA,NA,20000,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7571",3," Madzsar József utca",36,1,NA,120000,"good","high",NA,2,NA,"Yes","less than 3",NA,"By arrangement",20000,NA,"1 év","garden",NA,"Yes",NA,NA,"street",NA,"5",NA
"7572",11," Mohai köz",54,2,NA,170000,NA,NA,NA,NA,NA,NA,NA,NA,NA,30000,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,"4",NA
"7573",6," Andrássy út",54,2,NA,145000,"renovated","high",NA,1,4,"Yes","3 or more","No","Yes",15000,"immediately","1 év","yard","No","Yes","No","No","street","1950-1980 ",NA,NA
"7574",12," Dolgos utca",118,4,NA,575000,"like new","very high","BB",1,5,"Yes","less than 3","Yes","By arrangement",NA,"immediately","1 év","garden","No","Yes",NA,NA,"included","2001-2010 ","14",NA
"7575",14," Cserei köz",40,1,NA,115000,"like new","high",NA,2,4,"Yes","less than 3","No","Yes",15000,"immediately","1 év","street","No","Yes","Yes","No","street","2001-2010 ",NA,NA
"7576",13," Babér utca 13.",42,1,1,150000,NA,NA,NA,NA,NA,NA,NA,NA,NA,30000,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,"5",NA
"7577",12," Márvány utca",55,1,NA,180000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7578",2," Szilágyi Erzsébet fasor",30,1,NA,125000,"renovated","high","DD",NA,3,"No","3 or more","No",NA,21953,"immediately","1 év","garden","Yes","Yes","No","No","can rent","1950 elott",NA,2e+07
"7579",4," Székes utca",65,2,1,160000,"good","high",NA,1,10,"Yes","less than 3",NA,"No",NA,"immediately","nincs","street",NA,"No","Yes",NA,"street","1981-2000 ","6",NA
"7580",12," Böszörményi út",44,1,1,130000,"renovated","high",NA,2,6,"Yes",NA,"No","No",NA,"immediately","1 év","street",NA,"Yes","Yes",NA,"street",NA,NA,NA
"7581",14," Ajtósi Dürer sor",83,2,NA,140000,"renovated","high",NA,0.5,NA,NA,"3 or more",NA,"By arrangement",NA,"immediately","nincs",NA,NA,"Yes","Yes",NA,"street",NA,NA,NA
"7582",7," István utca",40,1,NA,110000,"renovated","high","GG",3,3,"No","3 or more","No","Yes",9999,"immediately","nincs","street",NA,"Yes",NA,"Yes","street","1950 elott",NA,NA
"7583",14," Újváros park",46,2,NA,140000,"renovated","high",NA,NA,10,"Yes","less than 3","Yes","Partially",NA,"immediately","1 év","garden",NA,"Yes",NA,"No","street","1950-1980 ",NA,NA
"7584",14," Emma köz",53,2,NA,130000,"good","high",NA,4,4,"No","less than 3",NA,"Partially",NA,"immediately","1 év","garden",NA,"Yes","No","No","street","1950-1980 ",NA,NA
"7585",2," Pusztaszeri út",85,3,NA,230000,"good","high",NA,1,3,NA,"less than 3",NA,"By arrangement",10000,NA,"1 év","panorama","No","Yes",NA,NA,"street","1981-2000 ","10",NA
"7586",8," József körút",78,2,1,170000,"renovated","high",NA,NA,3,"No",NA,"No","Yes",30000,"immediately",NA,"street",NA,"Yes","No",NA,"street",NA,NA,NA
"7587",6," Mozsár utca",84,2,NA,150000,"good","low",NA,2,4,NA,"3 or more",NA,"Partially",NA,NA,"1 év","street",NA,NA,NA,NA,"street","1950 elott",NA,NA
"7588",5," Kálvin tér",64,3,NA,180000,"good","very high",NA,3,3,"Yes",NA,NA,"Yes",NA,"immediately","1 év","yard",NA,"Yes",NA,"No",NA,NA,NA,NA
"7589",15," Bethlen Gábor utca",53,2,NA,120000,"renovated","high",NA,1,NA,"No","less than 3","No","Partially",NA,"immediately","1 év","street","Yes","Yes","No","No","street",NA,NA,NA
"7590",13," Loportár utca 20",47,2,NA,180000,"new","high","CC",7,8,"Yes","less than 3","Yes","Yes",NA,"immediately","1 év","panorama","No","Yes",NA,NA,"must rent","2020","6",30000
"7591",16," Cziráki utca",54,2,NA,120000,"good",NA,NA,NA,4,NA,NA,NA,"Yes",NA,"immediately","nincs",NA,NA,"Yes",NA,NA,"street",NA,NA,NA
"7592",4," Rózsa utca",54,2,NA,120000,"good",NA,NA,5,10,"Yes","less than 3",NA,"Yes",NA,"immediately","nincs",NA,NA,NA,NA,"No","street",NA,"4",NA
"7593",11," Október huszonharmadika utca",43,1,NA,110000,"good",NA,NA,NA,NA,"Yes","less than 3",NA,"Yes",NA,NA,"1 év","street",NA,"Yes","No","No",NA,NA,"2",NA
"7594",11," Napkelte utca",39,1,1,190000,"new","high",NA,6,8,"Yes","less than 3","Yes","No",NA,NA,NA,"panorama","No","Yes","No",NA,"can rent","2020","8",30000
"7595",15," Bocskai utca 37",95,4,NA,230000,NA,NA,NA,NA,NA,NA,NA,NA,NA,50000,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,"6",NA
"7596",14," Padlizsán utca",82,3,NA,2e+05,"renovated","high",NA,4,4,"No","less than 3","Yes","Yes",30000,"immediately","1 év","street","No","Yes",NA,"No","street","1950-1980 ",NA,NA
"7597",14," Eleonóra utca",45,1,NA,115000,"renovated","high","BB",0.5,3,"No","less than 3","No","Yes",21000,"immediately","1 év","garden","No","Yes","Yes","No","street","1950-1980 ",NA,NA
"7598",5," Szerb utca",43,1,NA,140000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"immediately","nincs",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7599",14," Varsó utca",38,1,1,90000,"good",NA,NA,2,4,"No",NA,NA,"Yes",18000,"immediately","1 év","yard",NA,NA,"No","No",NA,NA,NA,NA
"7600",6," Dózsa György út",30,1,NA,110000,"renovated","high",NA,1,5,"Yes",NA,NA,"Yes",6000,"immediately",NA,"street",NA,"Yes","No",NA,NA,NA,NA,NA
"7601",9," Liliom utca 52.",50,2,NA,160000,NA,NA,NA,NA,NA,"Yes",NA,NA,"Yes",NA,"immediately",NA,NA,NA,NA,NA,NA,NA,NA,"4",NA
"7602",13," Viza utca",29,1,NA,130000,"like new","luxury",NA,4,NA,"Yes",NA,"Yes","No",30000,"immediately","1 év",NA,NA,NA,"Yes",NA,NA,"2001-2010 ","5",NA
"7603",11," Fehérvári út",12,3,NA,55000,"good",NA,NA,NA,NA,"Yes",NA,"Yes","No",15000,"immediately","1 év","street",NA,"Yes","No","No","street",NA,"2",NA
"7604",11," Zsombolyai utca",28,1,NA,95000,"renovated",NA,NA,NA,4,"Yes","less than 3",NA,NA,NA,"immediately","1 év",NA,NA,NA,"No","No","street",NA,NA,NA
"7605",8," Hungária körút",36,1,NA,1e+05,"renovated","high",NA,3,3,"No",NA,NA,"Yes",20000,"immediately","1 év",NA,NA,"Yes","No","No","street",NA,NA,NA
"7606",13," Angyalföldi út 25.",48,2,NA,175000,"new",NA,NA,5,NA,"Yes",NA,"Yes","Partially",NA,"immediately","nincs",NA,NA,"Yes","No","No","can rent","2020","5",NA
"7607",13," Radnóti Miklós utca",86,2,2,210000,"good","high",NA,NA,6,"Yes","3 or more",NA,"No",NA,"not immediately","1 év","street",NA,NA,NA,"No","street","1950 elott",NA,NA
"7608",13," Dagály utca",62,3,NA,230000,"new",NA,NA,9,10,"Yes",NA,"Yes","Partially",NA,"immediately","nincs","panorama",NA,"Yes","No","No","can rent","2020","15",NA
"7609",2," Kurucles",30,1,NA,110000,"good",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1950-1980 ",NA,NA
"7610",9," Thaly Kálmán utca",35,1,1,145000,"renovated","high",NA,1,5,"Yes",NA,"Yes","Yes",NA,"immediately","nincs",NA,NA,"Yes","No",NA,NA,NA,"5",NA
"7611",12," Krisztina körút",50,2,NA,160000,"renovated","high",NA,3,3,"Yes","3 or more","No","Yes",30000,"immediately","1 év","street","No","Yes","No","No","street","1950 elott",NA,NA
"7612",11," Villányi út",49,2,NA,135000,"fair","high",NA,2,4,"No","less than 3",NA,"No",NA,"immediately","1 év","yard","No","Yes","No",NA,"street","1950-1980 ",NA,NA
"7613",11," Villányi út",49,2,NA,135000,"fair","high",NA,2,4,"No","less than 3",NA,"No",NA,"immediately","1 év","yard","No","Yes","No",NA,"street","1950-1980 ",NA,NA
"7614",9," Lenhossék utca",38,1,1,150000,"like new",NA,NA,2,NA,"Yes","less than 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018","2",NA
"7615",13," Visegrádi utca",38,1,NA,80000,"fair",NA,NA,2,4,"Yes","3 or more",NA,"Yes",NA,"immediately","1 év",NA,NA,NA,NA,NA,"street","1950 elott",NA,NA
"7616",10," Harmat utca",68,3,NA,140000,"good","high",NA,9,10,"Yes","less than 3",NA,"Partially",40000,"immediately","1 év","street",NA,"Yes",NA,"No","street","1950-1980 ","3",NA
"7617",9," Vágóhíd utca",101,3,NA,3e+05,"like new","very high","AA+",8,10,"Yes","less than 3","Yes","Partially",32000,"immediately","1 év","panorama","No","Yes","No","Yes","can rent","2020","30",25000
"7618",8," Baross utca",34,1,NA,110000,"renovated","high",NA,NA,NA,NA,NA,NA,"Yes",10000,"immediately",NA,"street",NA,"Yes",NA,NA,NA,NA,NA,NA
"7619",7," Rákóczi út 86.",55,2,NA,130000,"renovated","high",NA,4,4,"Yes","3 or more",NA,"Yes",NA,"immediately","1 év","yard",NA,"Yes",NA,"No",NA,NA,NA,NA
"7620",13," Katona József utca 6.",65,3,NA,469820,"new","very high",NA,5,NA,"Yes",NA,"Yes","No",50000,"immediately","1 év","street",NA,"Yes","No","No","can rent","2020","16",100
"7621",7," Holló utca",49,2,NA,144560,NA,"high",NA,NA,NA,"Yes",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7622",9," Lechner Ödön fasor",160,3,1,650520,"like new","luxury",NA,5,9,"Yes","less than 3","Yes","Yes",NA,"immediately","nincs","panorama","No","Yes",NA,NA,"included",NA,"24",NA
"7623",1," Toldy Ferenc utca",45,2,NA,220000,"renovated","high",NA,3,3,"No","less than 3",NA,"Yes",NA,"immediately","1 év","garden",NA,"Yes","No","No",NA,"1950-1980 ","6",NA
"7624",5," Bajcsy-Zsilinszky út",83,3,NA,469820,"renovated",NA,NA,4,NA,"Yes",NA,NA,"Yes",NA,NA,"nincs","street",NA,NA,NA,NA,NA,NA,NA,NA
"7625",13," Sólyatér utca",52,2,NA,2e+05,NA,NA,NA,3,NA,NA,NA,NA,"Yes",NA,NA,"1 év",NA,NA,"Yes",NA,NA,NA,NA,NA,NA
"7626",14," Thököly út",60,2,NA,150000,"renovated","high",NA,1,3,"No","3 or more","Yes","Partially",NA,"immediately","6 hónap","yard","No","Yes","No","No","street","1950 elott","4",NA
"7627",14," Hungária körút",44,1,NA,120000,"renovated","high",NA,2,3,"No","3 or more","No","Partially",NA,"immediately",NA,"yard",NA,"No","Yes","No","street","1950 elott",NA,NA
"7628",9," Ferenc tér",35,1,1,110000,"good","high",NA,NA,5,"Yes","less than 3","Yes","Yes",NA,"immediately","nincs","street","No","Yes","No",NA,NA,"1981-2000 ",NA,NA
"7629",9," Haller utca",43,2,NA,130000,"renovated","high",NA,2,3,"No","less than 3","No","No",15000,"immediately","1 év","yard","No","Yes","No","No","street","1950-1980 ",NA,NA
"7630",7," Hársfa utca",35,2,NA,110000,"not finished","high",NA,1,2,"No","less than 3",NA,"Yes",NA,"immediately","1 év","yard",NA,NA,NA,NA,"street",NA,NA,NA
"7631",14," Dorozsmai utca",41,2,NA,160000,"new","high",NA,NA,6,"Yes","less than 3","No","No",35000,"immediately","1 év","garden","Yes","No","No","No","can rent","2018",NA,20000
"7632",14," Szugló utca",44,2,NA,160000,"new","high",NA,2,4,"Yes","less than 3","No","No",35000,"immediately","1 év","garden","No","No","No","No","can rent","2020","8",20000
"7633",7," Dob utca",40,1,NA,130000,"renovated","high",NA,NA,3,NA,"3 or more",NA,"Partially",NA,"immediately","1 év","yard",NA,NA,NA,NA,"street","1950 elott",NA,NA
"7634",8," Dankó utca",23,1,NA,120000,NA,NA,NA,NA,NA,NA,NA,NA,NA,5000,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7635",14," Alsórákos",68,3,NA,150000,"good","high",NA,8,10,"Yes","less than 3","Yes","Yes",35000,"immediately","1 év","street","No","Yes","No","No","street","1981-2000 ","4",NA
"7636",6," Andrássy út 81.",96,2,1,350000,"renovated",NA,NA,3,4,"Yes","3 or more","Yes","Yes",45000,"immediately","6 hónap","street",NA,"Yes",NA,"No",NA,"1950 elott",NA,NA
"7637",3," Tímár utca",12,1,NA,50000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7638",6," Andrássy út",42,1,NA,149000,"renovated",NA,NA,3,3,"Yes",NA,NA,"Yes",NA,"immediately","nincs","yard",NA,"Yes",NA,NA,NA,"2001-2010 ",NA,NA
"7639",13," Visegrádi utca 41.",48,2,NA,140000,"like new",NA,NA,5,7,"Yes","less than 3","Yes","Yes",15000,"immediately","1 év","street","No","Yes","No","No","street",NA,NA,NA
"7640",11," Bogdánfy utca 5a",53,2,NA,120000,NA,NA,NA,NA,NA,NA,NA,NA,NA,30000,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,"3",NA
"7641",8," Visi Imre utca",33,1,NA,88000,"renovated","high",NA,3,3,"No","3 or more","No","Yes",10000,"immediately","6 hónap","street","No","Yes","Yes","No",NA,"1950 elott","2",NA
"7642",8," Corvin sétány",50,2,NA,179000,"new","high",NA,5,8,"Yes","less than 3","Yes","Yes",20000,"immediately","1 év","yard","No","Yes",NA,NA,NA,"2019","6",NA
"7643",14," Zászlós utca",29,1,NA,1e+05,"renovated","high",NA,NA,3,NA,"less than 3",NA,"Partially",NA,"immediately","1 év","street","Yes",NA,"No","No","street","1950-1980 ",NA,NA
"7644",11," Madárhegy",91,3,NA,525000,"new",NA,NA,2,3,"No",NA,"Yes","Yes",NA,"immediately","1 év","garden",NA,"Yes",NA,NA,"included","2020","77",NA
"7645",5," Zoltán utca",22,1,1,150000,"like new","high",NA,NA,4,"Yes","3 or more",NA,"Yes",NA,"immediately","10 hónap","street","Yes","Yes","No",NA,"street","1950 elott",NA,NA
"7646",2," Budakeszi út",46,1,NA,110000,"good","high","EE",3,9,"Yes","less than 3","No",NA,25000,"immediately","nincs","panorama","No",NA,"Yes","No","included","1981-2000 ","9",NA
"7647",7," Damjanich utca",77,2,1,170000,"good",NA,NA,3,6,"Yes",NA,"Yes","Yes",30000,"not immediately","1 év","panorama","No","Yes",NA,"No","street",NA,NA,NA
"7648",12," Hajnóczy József utca",33,1,NA,120000,"renovated","high",NA,NA,4,NA,NA,"No","Yes",NA,"immediately","1 év","yard","No","Yes","Yes","No","street",NA,NA,NA
"7649",13," Úszódaru utca 1.",51,2,NA,260000,NA,NA,NA,NA,NA,NA,NA,NA,NA,60000,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,"18",NA
"7650",19," Ülloi út",53,1,1,89990,"good","high",NA,NA,NA,"No","3 or more","No","Yes",NA,"immediately","2 hónap","street","Yes","Yes","No","No","street","1950 elott","12",NA
"7651",3," Békásmegyer – Pünkösdfürdo",80,3,NA,290000,"like new","very high",NA,2,2,"No","less than 3","Yes",NA,NA,"immediately",NA,NA,"No",NA,NA,NA,"included","2019","8",NA
"7652",5," Múzeum körút",65,2,NA,185000,"renovated","high",NA,NA,5,NA,NA,NA,"Yes",14000,"immediately",NA,"yard",NA,"Yes","No",NA,NA,NA,NA,NA
"7653",3," Békásmegyer – Pusztadomb",77,4,NA,220000,"good","high",NA,2,NA,"No",NA,NA,NA,NA,NA,NA,"garden",NA,NA,NA,NA,NA,"2001-2010 ",NA,NA
"7654",5," Széchenyi utca 1.",30,1,NA,155000,"renovated",NA,NA,7,7,"Yes","less than 3","Yes","Yes",29000,"immediately","6 hónap","street","No","Yes","No","No","street",NA,NA,NA
"7655",2," Guyon Richárd utca",40,1,1,130000,NA,NA,NA,NA,NA,NA,NA,NA,NA,21000,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,"4",NA
"7656",11," Bíró László József körút",70,3,NA,390000,"new","luxury",NA,7,9,"Yes","less than 3","Yes","Yes",NA,"immediately","1 év","panorama","No","Yes","Yes","No","can rent","2021","20",35000
"7657",14," Csömöri út",40,1,1,130000,"renovated","high",NA,1,4,"No",NA,NA,"No",15000,"immediately",NA,"street",NA,"Yes","No",NA,"street",NA,NA,NA
"7658",13," Pozsonyi út",48,1,1,130000,"renovated","high",NA,NA,5,"Yes","3 or more",NA,"No",NA,"immediately","1 év","yard","No",NA,"No","No","street","1950 elott",NA,NA
"7659",13," Ipoly utca",64,1,2,180000,"good","high",NA,2,4,"No","less than 3",NA,NA,NA,NA,"1 év","street",NA,NA,NA,NA,"street","1950-1980 ",NA,NA
"7660",15," Szent Korona útja 4.",62,2,1,150000,"renovated",NA,NA,NA,10,"Yes",NA,"Yes","Yes",40000,NA,"1 év","panorama","No","Yes",NA,NA,"street",NA,"4",NA
"7661",6," Révay utca 6.",39,1,1,140000,"renovated",NA,NA,1,NA,"No",NA,NA,"Yes",NA,"immediately",NA,NA,NA,"Yes","No","No",NA,NA,NA,NA
"7662",12," Böszörményi út",92,2,NA,170000,"good","high",NA,3,7,"Yes",NA,"Yes","No",NA,"immediately","1 év","street",NA,"No",NA,NA,NA,NA,NA,NA
"7663",13," Tahi utca",33,1,NA,120000,"renovated","high",NA,5,5,"Yes",NA,NA,"Partially",8000,"immediately",NA,"street",NA,"Yes","No",NA,"street",NA,NA,NA
"7664",2," Hárshegyi út",66,2,NA,180000,"like new","high",NA,10,NA,"Yes",NA,"Yes","Yes",47500,"immediately","1 év","panorama","Yes","Yes","Yes",NA,"included",NA,NA,NA
"7665",10," Kobányai út",68,1,2,180000,"good","high",NA,2,3,"No",NA,"Yes","Yes",6000,"immediately",NA,"street",NA,"Yes","No",NA,"street",NA,"4",NA
"7666",12," Szilassy út",34,1,NA,85000,"renovated",NA,NA,NA,NA,"No","less than 3","Yes","By arrangement",25000,"immediately","1 év","panorama",NA,"Yes","Yes","No","included","1981-2000 ","4",NA
"7667",9," Lechner Ödön fasor 1.",45,2,NA,144560,NA,NA,NA,8,NA,"Yes",NA,"Yes","Yes",NA,"immediately","6 hónap","street",NA,"Yes","No","No",NA,NA,NA,NA
"7668",2," Budenz út",110,4,1,710000,"like new","high",NA,1,NA,"Yes",NA,NA,"Yes",NA,NA,"1 év","garden",NA,"Yes",NA,NA,"included","2013","12",NA
"7669",3," Galagonya utca",89,3,NA,350000,"like new","very high",NA,3,3,"Yes","less than 3",NA,"By arrangement",NA,"immediately","1 év","panorama",NA,"Yes","No","No","street","2014","6",NA
"7670",7," Rákóczi út 14.",78,2,NA,160000,"renovated","high",NA,3,NA,"Yes","3 or more","No","Yes",NA,"immediately","6 hónap","street","No","Yes",NA,"No","street","1950 elott",NA,NA
"7671",6," Mozsár utca",84,2,NA,150000,"bad","high",NA,2,4,"Yes",NA,"No","Partially",15000,"immediately",NA,"street",NA,"Yes","No",NA,"street",NA,NA,NA
"7672",8," Baross utca",50,1,1,140000,"renovated","high",NA,1,4,"Yes","less than 3","No","No",NA,"immediately","1 év","yard",NA,"Yes",NA,NA,"street",NA,NA,NA
"7673",9," Vágóhíd utca",50,2,NA,115000,"good","high",NA,1,4,"No","less than 3","No","Partially",30000,"immediately","1 év","street","No","Yes","Yes","No","street","1950-1980 ","8",NA
"7674",13," Gömb utca",55,2,NA,170000,"new","high",NA,6,9,"Yes","less than 3","Yes","Yes",45000,"immediately","1 év","garden","No","Yes","No","No","street","2001-2010 ","4",NA
"7675",8," Kálvin tér",85,3,NA,350000,"like new","high",NA,2,5,"Yes","3 or more","Yes","Yes",NA,"immediately","nincs","yard",NA,"Yes",NA,"No",NA,NA,NA,NA
"7676",13," Dráva utca 9.",68,2,1,150000,"good","high",NA,5,NA,"Yes","less than 3",NA,"Yes",30000,"immediately","1 év","street",NA,"Yes","No",NA,NA,NA,"4",NA
"7677",13," Csata utca",65,1,2,150000,"like new","high",NA,4,6,"Yes","less than 3",NA,"Partially",20000,NA,"1 év","yard","No","Yes","No","No","can rent","2011","6",20000
"7678",5," Veres Pálné utca",104,3,NA,180000,"good","high",NA,2,4,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,NA
"7679",13," Sólyatér utca 4",64,2,1,260000,"new","high",NA,8,NA,"Yes","less than 3",NA,"Yes",28000,"immediately","1 év","street",NA,"Yes",NA,NA,NA,NA,"12",NA
"7680",8," Józsefváros – Orczynegyed",26,1,NA,110000,"like new","high",NA,3,NA,"Yes","less than 3",NA,"Yes",30000,"immediately","nincs","street",NA,"Yes",NA,NA,"street",NA,"3",NA
"7681",11," Ballagi Mór utca",30,1,NA,99900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7682",6," Benczúr utca 11.",46,1,1,260000,"new","very high",NA,2,5,"Yes","less than 3","Yes","By arrangement",53000,"immediately","1 év","yard","No","Yes","No","No","can rent","2020","9",35000
"7683",11," Bíró László József körút",40,1,1,179000,"new","high",NA,2,NA,"Yes",NA,"Yes","Yes",NA,"immediately","nincs",NA,NA,"Yes",NA,NA,NA,"2021","11",NA
"7684",8," Mátyás tér",87,2,1,235000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7685",15," Oroszlán utca",35,1,NA,1e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7686",8," Stáhly utca",36,1,NA,1e+05,"good",NA,NA,2,3,"Yes","3 or more","Yes","Yes",25000,"not immediately","1 év","yard","No","Yes","No","No","street",NA,NA,NA
"7687",13," Taksony utca 9.",48,2,NA,175000,"new","high","CC",5,8,"Yes","less than 3","Yes","Partially",NA,"immediately","1 év","garden","No","Yes","No","No","must rent","2020","10",20000
"7688",11," Napkelte utca",64,3,NA,290000,"new","very high",NA,5,8,"Yes",NA,"Yes","By arrangement",35000,"immediately","1 év","yard",NA,"Yes","Yes","No","can rent",NA,"10",30000
"7689",11," Bíró László József körút",50,2,NA,190000,"new","high",NA,3,9,"Yes",NA,"Yes","No",15000,"immediately",NA,"street",NA,"Yes","No",NA,"included","2020","13",NA
"7690",1," Franklin utca",55,2,NA,198000,"renovated","high",NA,4,7,"Yes","less than 3",NA,"No",NA,"immediately","1 év","yard","No","Yes","No",NA,"street","1950-1980 ","4",NA
"7691",13," Párkány utca",70,1,2,250000,"new",NA,NA,NA,NA,NA,NA,NA,"Partially",NA,"immediately","1 év",NA,"Yes","Yes",NA,NA,NA,NA,NA,NA
"7692",20," Nagy Gyory István utca",55,2,NA,125000,"good",NA,NA,1,4,"No","less than 3",NA,"Partially",30000,"immediately","1 év","street",NA,"No","Yes","No","street",NA,NA,NA
"7693",14," Róna utca",40,2,NA,125000,"good","high",NA,5,5,"Yes","less than 3",NA,NA,NA,"immediately","1 év","street","No",NA,NA,"No","street",NA,NA,NA
"7694",4," Homoktövis utca",50,1,1,130000,"good","high",NA,3,3,"No","less than 3","No","Yes",30000,"immediately","nincs","garden","No","Yes","No","No","street","2001-2010 ","2",NA
"7695",7," Madách Imre tér",69,3,NA,325000,"renovated","luxury",NA,6,8,"Yes","3 or more","Yes","Yes",NA,"immediately","1 év","panorama","No","Yes","Yes","No","street","1950 elott",NA,NA
"7696",12," Hertelendy utca",66,2,NA,149000,"good","high",NA,5,5,"Yes",NA,"Yes","Yes",NA,"immediately","1 év","panorama",NA,"Yes","Yes",NA,"street",NA,NA,NA
"7697",9," Ráday utca",130,3,NA,260000,"renovated","high",NA,1,2,"No","3 or more",NA,"Yes",50000,"immediately","1 év","street",NA,"Yes","No","No","street","1950 elott","6",NA
"7698",14," Szentmihályi út",46,1,1,130000,"good",NA,NA,1,10,"Yes","less than 3","Yes","Partially",NA,"immediately","1 év",NA,NA,"Yes","No","No","street","1950-1980 ",NA,NA
"7699",7," Rákóczi út",65,3,NA,160000,"good","very high",NA,2,NA,"Yes",NA,NA,"Yes",50000,"immediately","1 év","yard",NA,"Yes",NA,NA,NA,NA,NA,NA
"7700",13," Pannónia utca 10.",100,3,1,130000,NA,NA,NA,NA,NA,NA,NA,NA,NA,25000,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7701",13," Gidófalvy Lajos utca 4.",70,3,NA,240000,"new",NA,NA,6,9,"Yes","less than 3","Yes","By arrangement",27010,"not immediately","1 év","street","No","Yes","No","No","can rent","2021","9",2e+07
"7702",3," Csillaghegy",105,4,NA,450000,"like new","very high",NA,2,3,"Yes","less than 3",NA,"Yes",NA,NA,NA,"panorama","No",NA,NA,NA,NA,"2001-2010 ","27",NA
"7703",8," Józsefváros – Csarnoknegyed",66,4,NA,240000,"renovated","high",NA,NA,4,NA,"3 or more",NA,"Yes",60000,"immediately","1 év","yard","No","Yes","No","No","street","1950 elott",NA,NA
"7704",8," Corvin sétány",75,3,NA,250000,"new","high",NA,1,NA,"Yes",NA,NA,"Yes",NA,"immediately","1 év","garden","No","Yes",NA,"No",NA,NA,NA,NA
"7705",13," Visegrádi utca",31,1,NA,110000,"good","high",NA,1,5,"Yes","less than 3",NA,"Partially",NA,"immediately","1 év","garden",NA,"Yes","Yes","No","street","1950-1980 ",NA,NA
